User_ID,Subscription_Type,Join_Date,Churn_Flag,Age,Gender,Monthly_Viewing_Hours,Genres_Watched,Support_Tickets,Discount_Used,Payment_Method,Auto_Renew_Enabled,Last_Login_Date,Number_of_Devices
5b948c28-36d1-475f-9d30-0ebf1f6010ff,Free Trial,24/05/2024,0,62,F,63,11,1,No,Mobile Money,Yes,12/4/2025,3
5f59a48f-bd95-4b54-a3b0-94d7c407667e,Basic,30/06/2024,1,43,M,53.8,2,2,Yes,Credit Card,Yes,14/04/2025,5
b1475032-3c59-493b-81d3-811782b9faec,Premium,20/05/2023,1,64,M,31.9,6,2,No,PayPal,Yes,13/04/2025,4
41aabccf-5de1-4185-8164-d4634b4c0f2f,Premium,20/05/2024,1,49,M,42.2,5,0,Yes,Credit Card,No,5/5/2025,2
a89242c0-8d4f-42f9-82ce-08d03f8d54c0,Basic,19/12/2024,1,27,Other,30.8,3,2,No,Mobile Money,Yes,30/04/2025,3
f2e5df9b-2c32-47ad-aadc-d194be6445bd,Basic,25/11/2023,1,33,Other,29.4,4,1,No,Mobile Money,No,18/04/2025,1
624a1974-b7d8-4f9b-b1ff-600364f7b8b2,Basic,28/08/2023,0,24,M,45.1,10,0,Yes,PayPal,No,17/04/2025,1
9db098ba-67d8-4ecb-ab56-bf111f7e58f5,Premium,27/08/2024,0,34,Other,27.5,1,0,No,Mobile Money,Yes,24/04/2025,1
eff6285a-a1c3-4ab0-bb1c-f98601169da8,Premium,10/4/2024,0,40,F,6.9,8,0,Yes,Mobile Money,No,21/04/2025,4
db8cf893-501c-43a1-9a5b-86044f052a42,Free Trial,10/1/2024,0,43,F,26.7,3,1,Yes,PayPal,No,25/04/2025,2
1dadb2ae-a886-4933-a013-881f09e365c3,Free Trial,11/7/2023,1,38,F,35.4,5,2,No,PayPal,No,20/04/2025,2
3ee9948b-1544-4a12-8afa-d0a74c3b6a06,Premium,11/10/2023,0,39,M,62.8,4,0,No,Credit Card,Yes,18/04/2025,2
969d7705-2ff8-412c-8bb3-2a8ee88aee03,Basic,14/09/2024,1,24,Other,32.6,11,0,No,PayPal,No,18/04/2025,3
805daf32-f649-4d26-815a-9498e914c63d,Basic,14/12/2023,0,31,M,47.7,3,1,Yes,Mobile Money,Yes,9/4/2025,4
60f2e4ac-0218-466d-9130-b2926e1ddba7,Free Trial,12/10/2023,1,32,Other,37.5,4,0,Yes,PayPal,No,12/4/2025,1
91e54860-9e79-4832-b02d-22361057e4c4,Premium,11/12/2024,1,24,F,58.4,3,2,No,Mobile Money,Yes,26/04/2025,3
aca700d5-43fa-4220-9f28-36294a3bb9ed,Free Trial,26/11/2024,0,26,M,57.4,3,1,Yes,Credit Card,No,10/4/2025,2
116010b3-328e-48c0-b0cb-46e16e591a0d,Free Trial,8/12/2024,0,68,Other,57.6,8,2,Yes,PayPal,Yes,24/04/2025,1
c42b7643-8e04-408d-8844-dfd649e91184,Standard,21/05/2024,0,65,Other,14,1,1,Yes,Mobile Money,Yes,4/5/2025,4
18fd03bc-a42a-48f4-bea4-7f420bb12b5a,Standard,28/10/2024,0,25,F,43.1,5,0,Yes,PayPal,No,24/04/2025,5
50d41a8e-1aaf-4131-acd7-6ac06a76981a,Standard,15/11/2024,1,67,M,51.4,7,1,No,PayPal,No,8/4/2025,2
f6152008-a51a-4fc1-8170-b72c92e6172f,Basic,16/02/2025,0,40,M,45.7,3,0,No,PayPal,No,16/04/2025,2
80b6cd83-1512-4dc4-b208-0ed479a0e28e,Premium,3/7/2023,0,46,M,49.5,7,0,No,PayPal,No,2/5/2025,2
3a691819-09dd-4bfa-88d1-b2d4debc8815,Premium,27/08/2023,1,35,F,40.9,5,1,Yes,Credit Card,Yes,14/04/2025,2
d6056767-fd6c-491c-bd4e-e7331941048f,Premium,14/01/2025,0,48,M,28.8,7,1,Yes,Mobile Money,No,4/5/2025,1
4237f983-2193-4856-b851-73ea450ca7b1,Premium,19/11/2023,0,47,F,14.5,5,0,Yes,PayPal,Yes,24/04/2025,4
cf83dd7a-aafa-40cf-b2a4-458d34c82db9,Standard,22/10/2023,0,69,F,30.3,7,3,Yes,Mobile Money,No,16/04/2025,3
b420c12f-a257-4959-8921-6174e5ff62ee,Basic,3/10/2023,0,56,F,80.2,5,0,No,Credit Card,Yes,27/04/2025,1
66bb8a49-a306-4772-ae5d-fc2026197d96,Basic,25/11/2023,0,52,Other,32.7,4,2,Yes,Mobile Money,Yes,21/04/2025,4
7e5619ce-4824-4e08-975c-38e28e973080,Standard,12/2/2024,1,35,M,10.6,5,1,Yes,Mobile Money,Yes,22/04/2025,3
a322c61e-820a-427f-8326-39c99220d4a3,Basic,25/03/2025,0,59,M,51,11,5,No,Credit Card,No,1/5/2025,2
6faac67d-0063-4560-992b-58a42eba9975,Standard,25/03/2024,0,56,F,52.8,7,1,No,PayPal,No,7/4/2025,4
23f28fcb-2330-4b62-b239-4a1b419e7e48,Premium,10/10/2023,0,34,F,59.3,6,1,No,Mobile Money,Yes,15/04/2025,2
78bf73a3-ca4b-424e-8e9f-e1c830cc4324,Standard,11/10/2023,0,31,M,47.1,3,1,Yes,Mobile Money,Yes,10/4/2025,4
95e14685-dbae-48ec-b8a2-ca5713f7647e,Premium,31/03/2025,0,48,F,52.7,0,2,Yes,PayPal,Yes,28/04/2025,5
e830fa22-c84d-4805-97a1-1f81d0810e55,Premium,22/11/2024,1,41,M,67.6,10,1,Yes,PayPal,Yes,2/5/2025,2
98820b5d-d388-45cd-bb72-220c6a48fd49,Free Trial,23/08/2024,0,52,Other,28.8,5,1,Yes,Mobile Money,Yes,15/04/2025,2
81c71757-693a-4947-8f34-b8e6dee0ef18,Standard,20/07/2023,1,61,F,25.8,5,1,Yes,Credit Card,No,25/04/2025,2
069aecfa-1dce-4735-a947-b59b829e560e,Free Trial,25/09/2024,1,62,M,23.6,3,0,Yes,PayPal,Yes,24/04/2025,1
1857c1c9-7141-4aba-acf5-a9d15c154832,Standard,31/05/2023,0,51,F,36,4,1,No,PayPal,No,29/04/2025,3
8573c9e2-1a6a-4cfd-a8ea-4001330967a0,Standard,26/11/2024,0,20,M,61.5,2,1,Yes,Credit Card,No,27/04/2025,2
4da29da9-ee03-4ff3-b6ec-5ee239e8c822,Free Trial,6/7/2024,0,54,M,47.9,2,1,No,Mobile Money,No,24/04/2025,2
07ca623b-0393-4081-847a-11a2c09d0b64,Free Trial,24/03/2024,0,60,F,47.3,7,0,No,PayPal,Yes,9/4/2025,1
c12a9c07-97b3-4af2-9dc0-63a6bd384341,Standard,1/8/2024,1,57,Other,12.7,3,0,No,Mobile Money,Yes,8/4/2025,1
bcbde5e5-16d9-428e-9adc-ffb37626a03d,Basic,16/01/2024,0,43,M,29.6,1,1,Yes,Mobile Money,Yes,23/04/2025,5
d50f8579-fac8-4e9d-b756-8a2033902ab4,Premium,17/12/2023,0,40,M,12.5,3,2,Yes,Mobile Money,Yes,4/5/2025,4
78025cb8-9901-47c7-9bce-8ac019c5d4b9,Free Trial,4/12/2023,0,61,M,57.6,7,0,No,Credit Card,No,2/5/2025,2
72ca17fc-1dd4-49f4-94f2-14185f5db7b5,Premium,12/12/2023,0,56,Other,63.8,5,0,Yes,Mobile Money,No,3/5/2025,4
e0a26190-f0aa-4c5f-a355-2ea6a905668d,Basic,22/08/2024,0,32,Other,51.7,5,0,Yes,Mobile Money,No,28/04/2025,1
3fc8b615-3592-4a92-8aa4-689025873f88,Basic,13/09/2023,0,66,F,25.2,4,0,No,PayPal,Yes,7/4/2025,1
0e0eb74b-04b2-439e-b995-11befe24f43a,Basic,27/07/2023,1,21,Other,62.2,5,0,Yes,PayPal,Yes,3/5/2025,5
58b7a705-3d1b-4f83-b17b-bd2cda569b43,Free Trial,26/11/2024,1,46,F,36.2,5,1,Yes,Credit Card,Yes,30/04/2025,3
b24abd28-452a-4198-adea-ca8e125c2f3d,Basic,24/03/2024,0,39,F,21.8,3,1,Yes,Credit Card,Yes,29/04/2025,1
980f105b-cb07-4295-aed4-08662583154f,Free Trial,7/9/2023,0,42,Other,25.5,3,2,Yes,PayPal,Yes,6/4/2025,2
87e84161-301a-4b9b-973c-9c6fa4f21357,Basic,11/1/2025,0,30,F,33.5,6,0,No,PayPal,Yes,27/04/2025,5
a3bad747-3426-4877-9468-d9219357c2bf,Premium,14/09/2023,1,35,Other,40.7,6,0,No,Credit Card,No,17/04/2025,3
7a4f47a0-3498-437d-886f-1b3682f090c5,Premium,27/07/2024,0,50,F,37.6,4,0,Yes,Mobile Money,No,22/04/2025,5
622ee1c0-3fbc-437a-9242-c350c1c8a143,Standard,11/9/2024,1,33,Other,18.8,9,0,Yes,Credit Card,Yes,11/4/2025,1
2821231f-681c-4379-a5c0-d23d462b9f85,Premium,6/9/2024,0,62,Other,58.2,6,1,Yes,Mobile Money,No,16/04/2025,3
6806efbf-6594-40a0-b0a4-6ac251a6018b,Standard,15/05/2024,0,59,F,37.7,5,0,No,PayPal,No,4/5/2025,4
6e206e4e-ae7f-49d4-be70-fedcbb241ce0,Premium,20/05/2024,0,61,M,29.3,5,2,Yes,PayPal,No,28/04/2025,3
6994efc5-0e95-49ef-bbea-ef4abfcf3813,Free Trial,3/10/2024,0,19,F,56.7,4,1,Yes,PayPal,No,16/04/2025,2
48a47e76-0b4a-4e48-b04c-43eb2c05987a,Premium,11/10/2024,1,52,Other,22.2,10,0,No,Mobile Money,Yes,27/04/2025,4
af49e55f-61e3-45be-8eed-f21c4b7ca4e3,Standard,27/11/2023,1,59,M,15.6,6,1,Yes,Credit Card,No,17/04/2025,4
1fb34c0d-04fd-490a-a9c7-6516fc9d40bf,Standard,25/01/2025,0,51,F,59.1,2,1,No,Mobile Money,Yes,26/04/2025,2
62dfc106-ca9d-485a-a37e-a81e26aac4c2,Basic,14/01/2024,0,47,F,68.4,4,1,Yes,Credit Card,Yes,11/4/2025,4
9380e535-a944-4af6-a390-08bb9c945f92,Free Trial,21/09/2023,1,30,F,33.1,3,1,No,Credit Card,No,3/5/2025,1
ccf4fbda-f6bd-4ab3-b615-622588cf3ba4,Premium,5/11/2024,1,30,M,39.3,2,0,Yes,Credit Card,Yes,11/4/2025,3
1b017f96-6a24-4d1a-96d6-8a707cefa4ae,Basic,24/12/2023,1,35,Other,22.8,5,2,Yes,PayPal,No,19/04/2025,3
5b2b2ef4-acb2-4725-b098-4de65e1e2980,Premium,7/2/2025,1,49,F,40.1,6,0,No,Credit Card,Yes,6/4/2025,2
f3bde691-ab2e-40c4-a1ea-6c26166727d3,Premium,19/02/2024,0,49,F,32.9,5,0,No,PayPal,Yes,20/04/2025,1
ddb6e631-d08b-4353-a2c6-1b0931f06650,Basic,18/01/2025,1,52,F,38.5,10,1,No,Credit Card,No,17/04/2025,4
0aae42bc-480a-416d-8063-baf5441255f3,Basic,21/01/2025,0,56,F,46.1,5,2,No,Credit Card,No,20/04/2025,3
00c5c624-2d70-47b8-8d9e-cd1e38e11ca8,Basic,7/6/2023,1,63,F,23.5,5,1,No,PayPal,Yes,17/04/2025,3
4af25034-87fa-46d0-b610-faebb4f30952,Basic,5/4/2024,1,69,Other,34.6,4,1,Yes,PayPal,No,11/4/2025,3
ba233686-c2a1-4cac-9219-50cd9f8dfc1f,Basic,19/05/2023,1,46,Other,12.9,4,2,No,Mobile Money,Yes,22/04/2025,3
f7128783-f2f9-4749-85dd-ac98593fdeaf,Premium,18/10/2023,1,66,F,34.7,3,1,No,Credit Card,No,21/04/2025,5
cb5664b5-f3e0-4005-9b6f-c35535e38eb8,Basic,29/06/2023,1,46,M,38.6,6,2,No,PayPal,Yes,26/04/2025,2
20be796b-8d5d-4bab-a616-d156927c8f6d,Free Trial,29/07/2023,0,61,Other,43.4,4,0,No,Mobile Money,Yes,24/04/2025,4
144a17f2-c1ac-41ed-99c3-c91e0ed13dd4,Standard,10/10/2024,0,33,M,43.6,2,0,Yes,Mobile Money,Yes,3/5/2025,4
1b44547a-6480-4a1c-aee4-3e7ddb6e9594,Basic,24/04/2025,1,61,Other,53.6,9,1,Yes,PayPal,Yes,13/04/2025,2
93f53331-485e-4ab2-bc97-5df8901572b3,Basic,14/01/2025,1,64,F,16.9,5,1,Yes,Credit Card,Yes,19/04/2025,1
12daf2b0-be20-4b6f-80e5-a82e14c619fb,Premium,10/10/2024,0,27,Other,17.7,9,1,Yes,Mobile Money,No,25/04/2025,2
2d20e275-cf19-4aed-a0dc-23ef88cbd852,Basic,15/03/2025,1,47,F,47.9,5,0,Yes,Credit Card,Yes,20/04/2025,3
748f0b1f-403c-420b-85d4-bd67966a8a97,Basic,4/1/2024,1,42,Other,9.4,5,1,No,Credit Card,No,5/5/2025,3
beaa8c10-00ea-4d62-8693-1c8168b64986,Basic,6/4/2024,0,56,F,42.7,1,0,Yes,Mobile Money,No,27/04/2025,2
5af6db4a-132d-436f-97cf-6e6b047fc82c,Premium,23/09/2024,1,37,F,22.3,5,0,Yes,PayPal,Yes,15/04/2025,2
7806c0a1-106e-4854-9c7b-6ad9e74f471c,Basic,29/04/2025,1,22,F,63.6,8,0,No,Credit Card,Yes,28/04/2025,4
d40c6088-cc69-40d0-9bb9-361634d1ec8f,Standard,13/11/2024,0,18,F,43.8,6,2,No,PayPal,No,17/04/2025,4
55399f64-8164-4a04-aba5-6c74efe45de0,Premium,7/3/2025,0,47,M,36.7,2,2,Yes,Mobile Money,Yes,17/04/2025,5
b5a4454f-f324-4d8a-948d-2fd247bf1dee,Standard,29/10/2024,0,66,F,58.4,5,2,Yes,Credit Card,Yes,2/5/2025,5
35f8566e-a24b-41a8-a0f6-0dd3aa341127,Premium,18/10/2024,1,20,M,24,5,0,No,PayPal,No,9/4/2025,3
08e9f5db-481a-4b5c-bec1-95eefa8a804a,Basic,3/6/2023,0,62,M,26.9,4,0,Yes,PayPal,No,24/04/2025,5
d8fd6fcf-5ad9-4daa-931a-090e195737a4,Standard,16/09/2024,0,31,F,21.1,6,0,No,Credit Card,No,27/04/2025,5
bfb86c6a-acff-4964-8034-2591e56bccfb,Premium,26/11/2023,0,47,M,27,5,1,No,PayPal,No,28/04/2025,1
8af9dd4c-7c52-480b-b8e6-6f9117a7a89f,Free Trial,20/03/2025,0,67,Other,40.9,6,2,Yes,PayPal,No,21/04/2025,2
c6c36e34-e35a-4c58-926d-5270eaff9cca,Basic,21/08/2024,0,21,F,47.4,5,1,Yes,Mobile Money,No,8/4/2025,4
fc86417f-0c75-43a8-999e-f27f91202ca5,Premium,29/11/2024,0,35,M,54.4,4,0,Yes,Mobile Money,Yes,12/4/2025,5
b84f05e3-3095-42d4-b956-2c7a81af9ae5,Free Trial,25/12/2024,1,54,F,12.6,7,1,No,PayPal,No,24/04/2025,4
7fef1958-62c3-4c97-a059-78310eeb9e2e,Premium,11/10/2024,1,42,F,37.4,5,0,No,PayPal,No,3/5/2025,5
f3daf817-fc91-4e21-8ffc-5a4f9c4d8409,Free Trial,23/05/2024,0,65,F,23.4,7,2,Yes,Credit Card,Yes,7/4/2025,5
bb59b996-7920-4ff2-85b1-07158487cb24,Basic,4/10/2023,0,18,M,36.9,6,2,Yes,Mobile Money,Yes,29/04/2025,3
23d96969-f2af-4f3b-9644-f873b5ecb82e,Standard,3/9/2023,0,63,Other,75,4,0,Yes,Credit Card,Yes,21/04/2025,1
7ee8fff5-8ad1-42ac-a971-6a8909559cf6,Free Trial,5/4/2025,1,32,Other,44.4,8,1,No,PayPal,Yes,12/4/2025,2
91c7cff8-4a5a-4afa-9fbf-f3ca64142bc9,Premium,15/10/2024,1,26,M,53.5,4,0,No,Credit Card,Yes,28/04/2025,2
95fa6d07-c3ce-494e-a914-994f2e819f0b,Basic,24/12/2024,1,32,F,69.4,3,2,No,PayPal,Yes,10/4/2025,3
c73a781d-794f-4651-97e2-91c316a4f57e,Free Trial,29/06/2024,1,66,M,56.9,5,0,Yes,Mobile Money,No,4/5/2025,3
3b98d66d-ab17-41c9-a26e-5a9c48b85a55,Premium,28/09/2024,1,41,M,33.3,10,0,No,Mobile Money,Yes,7/4/2025,2
e622f233-0c66-491e-8b73-fcd3f3ef0b06,Premium,19/06/2024,1,21,M,20.9,6,1,No,PayPal,Yes,2/5/2025,2
9f49078b-91f8-4374-8b78-9cc27dc21c05,Premium,26/12/2023,1,29,F,39.5,4,2,Yes,Mobile Money,Yes,30/04/2025,1
28684fba-384f-4678-97a1-815f8b1b5184,Free Trial,3/8/2023,1,54,M,31.5,3,3,No,PayPal,Yes,11/4/2025,5
754b2014-2cc1-49c1-8caa-682ab26aa654,Free Trial,8/4/2024,1,54,F,17.1,3,3,Yes,Credit Card,No,16/04/2025,1
5334e427-b3f6-48e0-a524-28c5ab11de98,Free Trial,8/4/2025,0,60,M,43.6,5,1,No,PayPal,Yes,3/5/2025,2
5b9a60b0-4421-436c-ab7f-352351c9865e,Standard,6/8/2023,0,23,Other,44,2,0,Yes,Credit Card,Yes,30/04/2025,5
7baeac48-04f8-43c6-bacf-53650cad0e54,Free Trial,3/6/2023,0,56,M,66.5,6,1,Yes,PayPal,No,10/4/2025,2
4449b65e-acd1-4aca-8e4e-25817dd03cde,Free Trial,15/04/2025,0,63,M,34.6,2,1,No,Mobile Money,No,3/5/2025,1
e5772340-fa5e-4309-b33b-921a9b6d3bad,Free Trial,3/1/2025,1,41,Other,44.2,5,2,Yes,PayPal,No,20/04/2025,1
d187cecb-e44f-4fd3-962c-7dbb6b3d0899,Standard,31/08/2024,1,28,F,30,2,0,No,PayPal,Yes,17/04/2025,1
fa58324d-b342-4de0-925f-af73c7f818f4,Free Trial,28/05/2024,0,30,F,53.1,6,1,Yes,PayPal,No,24/04/2025,5
8795370b-a15c-429a-a73a-62d43d20b1be,Premium,17/10/2023,1,51,M,38.1,3,3,Yes,Mobile Money,No,28/04/2025,4
0eb0b4b7-58b4-4557-b530-7d4bf3258c9b,Free Trial,12/5/2023,0,42,Other,22.4,5,0,Yes,PayPal,No,8/4/2025,4
8928a1e0-f773-4c39-a789-0eb015af4d8c,Premium,5/3/2025,1,24,F,39.8,2,1,No,Mobile Money,Yes,26/04/2025,2
2c53516d-5fba-4670-9301-55f3e88b770b,Premium,2/7/2024,0,69,M,45.9,6,0,Yes,PayPal,Yes,10/4/2025,5
bd91a43c-c22d-41c6-ac11-603b9e0d00a3,Premium,10/3/2025,1,21,Other,43.8,6,1,Yes,Credit Card,No,29/04/2025,3
e34bd007-1230-4a87-bdda-3ba106fadcc4,Standard,14/10/2024,1,25,F,55.7,7,0,No,PayPal,Yes,10/4/2025,4
f309dccf-e44f-4c59-8f4b-485718e4200d,Standard,15/09/2024,0,37,F,18.3,6,1,Yes,Credit Card,Yes,13/04/2025,5
50530aac-aac1-4c02-a3b5-ca28d25bdeff,Standard,2/10/2023,1,46,Other,27.4,6,2,Yes,Mobile Money,Yes,25/04/2025,5
297c0428-12e5-435d-bfbb-452b26f26136,Free Trial,26/04/2025,0,68,Other,49.6,4,2,Yes,Mobile Money,Yes,11/4/2025,4
2594e91e-d264-49aa-9ad5-297bf9a91811,Premium,28/11/2023,0,62,Other,29.1,4,0,Yes,PayPal,Yes,18/04/2025,5
5a74ccef-f4ae-4c34-9870-e6b0ac445786,Standard,16/06/2023,0,63,Other,43.6,7,2,No,Mobile Money,No,29/04/2025,5
4b193a34-0438-4124-954e-6ba42f024e7f,Standard,23/10/2024,0,27,M,3.7,5,3,Yes,PayPal,No,1/5/2025,4
786e9f43-bc4e-4742-a3d6-272688075283,Free Trial,25/01/2025,1,60,Other,80.7,5,0,Yes,Mobile Money,No,11/4/2025,1
18084a3b-d4d7-47b2-9f5a-14b0a3e15a6e,Standard,18/08/2024,1,51,F,36,8,1,No,Credit Card,No,30/04/2025,2
bd21ad08-6a53-459b-a3bc-9c3e43a9366a,Free Trial,23/04/2025,1,43,F,57.9,4,3,Yes,Mobile Money,Yes,8/4/2025,3
1c9efbdf-f9f0-4757-876a-d6244d0bcb9a,Basic,9/8/2023,0,58,M,34.9,2,1,Yes,Credit Card,No,18/04/2025,2
6d8ff434-e7ce-4770-87d8-f587cb1b8a08,Standard,12/9/2024,1,66,F,46.2,3,0,No,PayPal,No,4/5/2025,1
874a3762-f1ad-4d7d-944d-a60a2b443de5,Basic,3/8/2023,0,20,F,62.4,4,2,No,PayPal,Yes,30/04/2025,1
8c13192d-7332-43a1-94dc-5da3c20dfff4,Free Trial,4/12/2023,1,23,Other,57.5,6,0,No,PayPal,Yes,8/4/2025,5
384f4ef9-d9e5-40c8-afdb-b8c0bb9833ef,Premium,11/10/2024,1,22,F,36.9,9,2,No,Credit Card,Yes,13/04/2025,2
daff7db7-116e-4fe9-a07c-6c4320721859,Standard,12/12/2024,1,22,M,38,3,2,Yes,PayPal,Yes,12/4/2025,1
54d5c2b8-804d-4e86-83d7-3805a7b8f6a9,Free Trial,2/3/2025,0,64,Other,55.1,5,1,No,PayPal,No,10/4/2025,2
64d63591-2ad7-4822-9007-0654f9c215d7,Premium,12/8/2023,1,40,Other,75,3,0,Yes,Credit Card,Yes,30/04/2025,1
ae9dc824-8ebc-4c89-bb10-f6f4fd7a0ef7,Premium,26/06/2024,1,66,M,42.9,2,1,No,Mobile Money,Yes,15/04/2025,3
1135dac8-461e-48f3-a0ab-fbd13c16eb8e,Basic,16/10/2023,0,26,Other,69.4,4,0,Yes,PayPal,Yes,12/4/2025,1
4beb7a3b-43fc-4de7-88bf-34772d4b466f,Free Trial,19/06/2024,1,52,Other,36.4,9,1,No,Mobile Money,Yes,17/04/2025,2
32f08129-97df-44ce-be31-5f57397a2786,Premium,28/12/2023,0,37,M,54.3,4,4,No,Mobile Money,Yes,26/04/2025,5
a1fdb5d8-9344-40c7-8651-fafe0038b526,Standard,21/05/2024,1,66,Other,56.5,5,1,Yes,PayPal,Yes,26/04/2025,2
b59c6ce6-dfc8-42d6-bd71-165abbb94fad,Standard,26/06/2023,0,59,M,33.9,8,1,No,PayPal,No,21/04/2025,4
a2d8a77b-ec1c-42aa-9ee9-7cb9429685cc,Basic,24/12/2023,0,52,M,28.8,8,0,No,Credit Card,No,13/04/2025,2
929f6a3e-8b34-4536-937c-abd2aab8dd9f,Premium,6/7/2024,1,67,F,57.2,5,1,No,Credit Card,No,5/5/2025,3
14bae758-0a1d-497b-bf46-d5a693f6d473,Free Trial,12/11/2024,0,35,F,32,3,2,Yes,PayPal,Yes,3/5/2025,3
2dc87352-2b97-4c82-8ef5-6e97cf2da52b,Standard,18/09/2024,0,34,Other,26.6,9,2,No,Mobile Money,Yes,15/04/2025,3
c0187d36-0140-477f-9b13-1ab0e0153f32,Premium,25/03/2024,0,41,Other,29.7,2,0,No,Credit Card,No,12/4/2025,1
ac1c5cd5-84ac-44a8-9dd5-b0e0f240bb72,Premium,2/6/2023,0,20,M,32,8,1,Yes,Credit Card,No,3/5/2025,3
f78896c1-78d3-40ac-aba8-8ba14d25306d,Basic,24/05/2023,0,49,Other,52.8,7,0,Yes,PayPal,No,4/5/2025,2
f50ac285-f340-42cc-9c59-8af43b984b03,Standard,4/5/2024,0,52,M,47.7,6,3,No,PayPal,No,11/4/2025,5
fe1c9fab-b3b9-4322-a3f1-816e8f30d69b,Standard,9/7/2024,1,55,M,50.7,9,1,Yes,PayPal,Yes,29/04/2025,3
e23efa62-6f4a-42df-91f0-3e68fa522df9,Free Trial,5/6/2023,0,30,Other,46.3,3,1,Yes,PayPal,No,7/4/2025,2
c3ea0318-5daf-4393-b835-dde13ba890e2,Standard,21/03/2025,0,64,M,31.1,6,1,Yes,Credit Card,Yes,5/5/2025,1
a0d173c6-6418-42c2-bbf5-a61a881d5431,Free Trial,1/11/2024,1,42,F,50.5,7,0,No,Credit Card,Yes,17/04/2025,1
353d0391-6902-477d-ac8e-a36ee853ab79,Standard,9/4/2025,1,26,Other,57.7,7,1,No,Credit Card,Yes,28/04/2025,5
caa4e24c-f95a-4987-b956-6d60bc243334,Basic,4/5/2025,1,21,F,48.8,5,0,Yes,Mobile Money,No,23/04/2025,5
bac1b972-082e-4301-9d2b-c681107c142b,Standard,22/06/2024,1,31,Other,46.7,5,1,No,Credit Card,No,24/04/2025,2
0f2f894f-bcb5-4c95-ada6-5db521d0a7ad,Free Trial,14/10/2023,1,54,M,28.5,1,0,Yes,Credit Card,No,27/04/2025,5
94981b93-1715-4814-a95e-883b3857b2bb,Free Trial,14/02/2025,1,51,Other,43.2,7,1,No,PayPal,Yes,24/04/2025,5
be5006b5-2f4d-4e19-bd9e-b27a868a0b64,Basic,11/4/2025,1,28,F,27.7,4,1,Yes,Credit Card,Yes,23/04/2025,1
